Id,Назва організації,Назва програми,Тип програми,Назва етапу,Номер етапу,Обсяг,ProgramAmountUnitOfMeasure,Дата відправлення реєстру,Сформував,Статус,Область,Район,Населений пункт,Реєстраційний номер заявки,Дата рєстрації заявки,Реєстраційний номер,Дата реєстрації,Назва або ПІБ сільгосвиробника,Тип особи,Податковий номер,IBAN рахунку для виплат,Обсяг підтримки
78,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,5000,грн.,2022-09-08 09:13:01.809811,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z149-00238,2022-09-08 08:54:53.259548,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,898989898898998989889989989,5000
89,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,23400,грн.,2022-09-15 09:14:22.392859,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z179-00303,2022-09-15 08:14:06.584368,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,523423423423423423423432432,23400
98,Укрдержфонд,ШТ 1.0,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,120,шт.,2022-09-23 09:27:24.570670,Мельник Антон Назарович,Затверджено,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,КЛИШКИ,Z197-00335,2022-09-23 09:01:41.093565,2022-001034,2022-07-25 18:16:28.188120,ЖИДЧЕНКО ВАЛЕРІЙ МИКОЛАЙОВИЧ,ФОП,30869071,333333333333333333333333333,22
98,Укрдержфонд,ШТ 1.0,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,120,шт.,2022-09-23 09:27:24.570670,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z197-00334,2022-09-23 09:00:53.132680,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,523423423423423423423432432,98
79,Укрдержфонд,[wf 30.08] утримання корів 2-5000 / заявка+договір+реєстр,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,56700,грн.,2022-09-13 12:01:12.703186,Мельник Антон Назарович,Затверджено,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,КЛИШКИ,Z153-00276,2022-09-13 11:43:38.012924,2022-001034,2022-07-25 18:16:28.188120,ЖИДЧЕНКО ВАЛЕРІЙ МИКОЛАЙОВИЧ,ФОП,30869071,333333333333333333333333333,56700
96,Укрдержфонд,[wf 22.09 v5.0] [100% на другий] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,11111,грн.,2022-09-23 08:25:09.358357,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МІСТА ОБЛАСНОГО ПІДПОРЯДКУВАННЯ ЛЬВІВСЬКОЇ ОБЛАСТІ,,Z189-00333,2022-09-23 08:17:53.765596,2022-001035,2022-07-25 18:22:19.331819,Ватагович Іванович Михайло,ФОП,43962276,332323232323232323232323232,11111
80,Укрдержфонд,[wf 30.08] утримання корів 2-5000 / заявка+договір+реєстр,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,54999.55,грн.,2022-09-14 11:21:22.850782,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z167-00282,2022-09-14 10:24:58.759315,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,898989898898998989889989989,54999.55
81,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,33333.33,грн.,2022-09-14 11:43:24.035334,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z168-00277,2022-09-14 08:27:10.480906,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,898989898898998989889989989,33333.33
87,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,23432,грн.,2022-09-14 20:56:40.920679,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z179-00302,2022-09-14 20:33:27.395681,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,523423423423423423423432432,23432
86,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,293122,грн.,2022-09-14 20:26:44.502552,Мельник Антон Назарович,Затверджено,,,,Z179-00298,2022-09-14 20:15:50.617249,2020-000009,2020-02-17 10:43:02.855000,МОЛЧАН СВІТЛАНА СТЕПАНІВНА,Фізична особа,2266123662,123213213123213213213123787,55555
86,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,293122,грн.,2022-09-14 20:26:44.502552,Мельник Антон Назарович,Затверджено,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,КЛИШКИ,Z179-00299,2022-09-14 20:18:45.936911,2022-001034,2022-07-25 18:16:28.188120,ЖИДЧЕНКО ВАЛЕРІЙ МИКОЛАЙОВИЧ,ФОП,30869071,333333333333333333333333333,3333
86,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,293122,грн.,2022-09-14 20:26:44.502552,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z179-00300,2022-09-14 20:20:03.627048,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,898989898898998989889989989,234234
91,Укрдержфонд,[wf 30.08] утримання корів 2-5000 / заявка+договір+реєстр,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,343,грн.,2022-09-18 18:52:06.279006,Мельник Антон Назарович,Затверджено,,,,Z167-00314,2022-09-18 15:00:07.890166,2020-000009,2020-02-17 10:43:02.855000,МОЛЧАН СВІТЛАНА СТЕПАНІВНА,Фізична особа,2266123662,123213213123213213213123787,343
93,Укрдержфонд,1.2 Сума- грн- ціле- Кастомизация надписи при расчете выплат,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,123123,Етап 1,213123,грн.,2022-09-21 15:56:06.734887,Мельник Антон Назарович,Затверджено,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,КЛИШКИ,Z181-00316,2022-09-20 18:35:39.561225,2022-001034,2022-07-25 18:16:28.188120,ЖИДЧЕНКО ВАЛЕРІЙ МИКОЛАЙОВИЧ,ФОП,30869071,333333333333333333333333333,213123
92,Укрдержфонд,1.2 Сума- грн- ціле- Кастомизация надписи при расчете выплат,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,123123,Етап 1,89,грн.,2022-09-20 20:22:52.263402,Мельник Антон Назарович,Затверджено,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,КЛИШКИ,Z183-00319,2022-09-20 18:41:17.604803,2022-001034,2022-07-25 18:16:28.188120,ЖИДЧЕНКО ВАЛЕРІЙ МИКОЛАЙОВИЧ,ФОП,30869071,333333333333333333333333333,89
83,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,302156,грн.,2022-09-14 12:27:35.450350,Мельник Антон Назарович,Затверджено,,,,Z172-00288,2022-09-14 12:09:36.607825,2020-000009,2020-02-17 10:43:02.855000,МОЛЧАН СВІТЛАНА СТЕПАНІВНА,Фізична особа,2266123662,123213213123213213213123787,66600
83,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,302156,грн.,2022-09-14 12:27:35.450350,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z172-00286,2022-09-14 12:06:52.358155,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,898989898898998989889989989,1232
83,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,302156,грн.,2022-09-14 12:27:35.450350,Мельник Антон Назарович,Затверджено,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,КЛИШКИ,Z172-00287,2022-09-14 12:08:16.910855,2022-001034,2022-07-25 18:16:28.188120,ЖИДЧЕНКО ВАЛЕРІЙ МИКОЛАЙОВИЧ,ФОП,30869071,333333333333333333333333333,234324
103,Укрдержфонд,[wf 22.09 v5.0] Бюджетна субсидія на одиницю оброблюваних угідь (1 га) ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,123123,грн.,2022-09-23 18:26:07.147061,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z187-00343,2022-09-23 18:18:42.572634,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,523423423423423423423432432,123123
104,Укрдержфонд,[25.09 PW] Гуманітарна допомога від ФАО - тимчасові засоби для зберігання зерна,Надання грантів в рамках міжнародної фінансової допомоги,Затвердження та надання адреси отримання мішків,Етап 2,100,рукави,2022-09-25 17:49:39.956850,Мельник Антон Назарович,Затверджено,ВОЛИНСЬКА ОБЛАСТЬ,КОВЕЛЬСЬКИЙ РАЙОН,КОЛОДЯЖНЕ,Z203-00355,2022-09-25 17:39:50.677140,2020-000596,2020-07-14 10:48:59.361000,СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ІМЕНІ ЛЕСІ УКРАЇНКИ,Юридична особа,03736842,231231231231231231321231231,90
104,Укрдержфонд,[25.09 PW] Гуманітарна допомога від ФАО - тимчасові засоби для зберігання зерна,Надання грантів в рамках міжнародної фінансової допомоги,Затвердження та надання адреси отримання мішків,Етап 2,100,рукави,2022-09-25 17:49:39.956850,Мельник Антон Назарович,Затверджено,МИКОЛАЇВСЬКА ОБЛАСТЬ,СНІГУРІВСЬКИЙ РАЙОН,СНІГУРІВКА,Z203-00354,2022-09-25 17:31:17.693672,2020-000405,2020-02-05 12:46:07.232000,КІШКОВСЬКИЙ СЕРГІЙ ВОЛОДИМИРОВИЧ,ФОП,2363311134,345343453453453453453453455,6
104,Укрдержфонд,[25.09 PW] Гуманітарна допомога від ФАО - тимчасові засоби для зберігання зерна,Надання грантів в рамках міжнародної фінансової допомоги,Затвердження та надання адреси отримання мішків,Етап 2,100,рукави,2022-09-25 17:49:39.956850,Мельник Антон Назарович,Затверджено,ОДЕСЬКА ОБЛАСТЬ,ІВАНІВСЬКИЙ РАЙОН,КОНОПЛЯНЕ,Z203-00353,2022-09-25 17:00:28.089087,2020-000088,2020-02-13 11:58:23.039000,"ПРИВАТНЕ СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""ДРУЖБА""",Юридична особа,03769304,123123123123123123123123123,4
106,Укрдержфонд,[wf 22.09 v5.0] Бюджетна субсидія на одиницю оброблюваних угідь (1 га) ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,130899.88,грн.,2022-09-28 09:39:04.509265,Мельник Антон Назарович,Затверджено,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,КЛИШКИ,Z187-00360,2022-09-28 08:29:11.904722,2022-001034,2022-07-25 18:16:28.188120,ЖИДЧЕНКО ВАЛЕРІЙ МИКОЛАЙОВИЧ,ФОП,30869071,333333333333333333333333333,45000
106,Укрдержфонд,[wf 22.09 v5.0] Бюджетна субсидія на одиницю оброблюваних угідь (1 га) ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,130899.88,грн.,2022-09-28 09:39:04.509265,Мельник Антон Назарович,Затверджено,,,,Z187-00361,2022-09-28 08:30:37.348204,2020-000009,2020-02-17 10:43:02.855000,МОЛЧАН СВІТЛАНА СТЕПАНІВНА,Фізична особа,2266123662,123213213123213213213123787,7899
106,Укрдержфонд,[wf 22.09 v5.0] Бюджетна субсидія на одиницю оброблюваних угідь (1 га) ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,130899.88,грн.,2022-09-28 09:39:04.509265,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z187-00362,2022-09-28 08:46:50.359700,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,523423423423423423423432432,78000.88
107,Укрдержфонд,[tets 2.3] Гуманітарна допомога від ФАО - тимчасові засоби для зберігання зерна,Надання грантів в рамках міжнародної фінансової допомоги,Затвердження та надання адреси отримання мішків,Етап 2,107,рукави,2022-09-28 12:24:44.933564,Мельник Антон Назарович,Затверджено,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,КЛИШКИ,Z207-00366,2022-09-28 11:55:13.183514,2022-001034,2022-07-25 18:16:28.188120,ЖИДЧЕНКО ВАЛЕРІЙ МИКОЛАЙОВИЧ,ФОП,30869071,333333333333333333333333333,67
107,Укрдержфонд,[tets 2.3] Гуманітарна допомога від ФАО - тимчасові засоби для зберігання зерна,Надання грантів в рамках міжнародної фінансової допомоги,Затвердження та надання адреси отримання мішків,Етап 2,107,рукави,2022-09-28 12:24:44.933564,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z207-00365,2022-09-28 11:53:38.005606,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,523423423423423423423432432,6
107,Укрдержфонд,[tets 2.3] Гуманітарна допомога від ФАО - тимчасові засоби для зберігання зерна,Надання грантів в рамках міжнародної фінансової допомоги,Затвердження та надання адреси отримання мішків,Етап 2,107,рукави,2022-09-28 12:24:44.933564,Мельник Антон Назарович,Затверджено,ЗАПОРІЗЬКА ОБЛАСТЬ,,,Z207-00367,2022-09-28 12:17:36.275659,2021-000983,2021-02-07 22:40:55.574000,Погорілий Арнольд Юрійович,ФОП,3422509759,234234234234234234242342342,34
108,Укрдержфонд,[tets 2.3] Гуманітарна допомога від ФАО - тимчасові засоби для зберігання зерна,Надання грантів в рамках міжнародної фінансової допомоги,Затвердження та надання адреси отримання мішків,Етап 2,5,рукави,2022-09-29 17:48:26.266169,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z207-00369,2022-09-29 17:14:31.505466,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,523423423423423423423432432,5
109,Укрдержфонд,[25.09 PW] Гуманітарна допомога від ФАО - тимчасові засоби для зберігання зерна,Надання грантів в рамках міжнародної фінансової допомоги,Затвердження та надання адреси отримання мішків,Етап 2,5,рукави,2022-09-29 17:48:52.165641,Мельник Антон Назарович,Затверджено,ОДЕСЬКА ОБЛАСТЬ,ІВАНІВСЬКИЙ РАЙОН,КОНОПЛЯНЕ,Z203-00359,2022-09-26 12:51:15.710527,2020-000088,2020-02-13 11:58:23.039000,"ПРИВАТНЕ СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""ДРУЖБА""",Юридична особа,03769304,123123123123123123123123123,5
111,Укрдержфонд,[tets 3.3] Гуманітарна допомога від ФАО - тимчасові засоби для зберігання зерна,Надання грантів в рамках міжнародної фінансової допомоги,Затвердження та надання адреси отримання мішків,Етап 2,27,рукави,2022-09-29 18:08:01.576562,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z208-00370,2022-09-29 17:42:26.982068,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,523423423423423423423432432,4
111,Укрдержфонд,[tets 3.3] Гуманітарна допомога від ФАО - тимчасові засоби для зберігання зерна,Надання грантів в рамках міжнародної фінансової допомоги,Затвердження та надання адреси отримання мішків,Етап 2,27,рукави,2022-09-29 18:08:01.576562,Мельник Антон Назарович,Затверджено,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,КЛИШКИ,Z208-00371,2022-09-29 17:43:35.413709,2022-001034,2022-07-25 18:16:28.188120,ЖИДЧЕНКО ВАЛЕРІЙ МИКОЛАЙОВИЧ,ФОП,30869071,234234324324242377777777777,23
112,Укрдержфонд,[tets 3.3] Гуманітарна допомога від ФАО - тимчасові засоби для зберігання зерна,Надання грантів в рамках міжнародної фінансової допомоги,Затвердження та надання адреси отримання мішків,Етап 2,6,рукави,2022-10-02 13:25:46.025685,Мельник Антон Назарович,Затверджено,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,КЛИШКИ,Z208-00374,2022-10-02 13:15:48.307832,2022-001034,2022-07-25 18:16:28.188120,ЖИДЧЕНКО ВАЛЕРІЙ МИКОЛАЙОВИЧ,ФОП,30869071,234234324324242377777777777,6
113,Укрдержфонд,[wf 22.09 v5.0] Бюджетна субсидія на одиницю оброблюваних угідь (1 га) ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,67236,грн.,2022-10-02 14:07:00.427696,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z187-00376,2022-10-02 13:57:42.997402,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,523423423423423423423432432,67236
131,Укрдержфонд,[одна заявка]  утримання корів ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,234,грн.,2022-10-17 08:41:56.426421,Мельник Антон Назарович,Затверджено,,,,Z224-00457,2022-10-17 08:38:53.276412,2020-000009,2020-02-17 10:43:02.855000,МОЛЧАН СВІТЛАНА СТЕПАНІВНА,Фізична особа,2266123662,123213213123213213213123787,234
117,Укрдержфонд,обов'язкове поле 1,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 2,72500.11,грн.,2022-10-06 19:17:53.150314,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z210-00394,2022-10-06 18:39:38.906718,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,523423423466666666666666666,45000
117,Укрдержфонд,обов'язкове поле 1,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 2,72500.11,грн.,2022-10-06 19:17:53.150314,Мельник Антон Назарович,Затверджено,,,,Z210-00392,2022-10-06 18:31:53.970197,2020-000009,2020-02-17 10:43:02.855000,МОЛЧАН СВІТЛАНА СТЕПАНІВНА,Фізична особа,2266123662,123213213123213213213123787,4500.11
117,Укрдержфонд,обов'язкове поле 1,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 2,72500.11,грн.,2022-10-06 19:17:53.150314,Мельник Антон Назарович,Затверджено,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,КЛИШКИ,Z210-00393,2022-10-06 18:35:44.297620,2022-001034,2022-07-25 18:16:28.188120,ЖИДЧЕНКО ВАЛЕРІЙ МИКОЛАЙОВИЧ,ФОП,30869071,234234324324242377777777777,23000
118,Укрдержфонд,[wf 07.09 v4.0] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,2123,грн.,2022-10-08 13:36:44.328137,Мельник Антон Назарович,Затверджено,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,КЛИШКИ,Z150-00274,2022-09-13 20:42:16.900933,2022-001034,2022-07-25 18:16:28.188120,ЖИДЧЕНКО ВАЛЕРІЙ МИКОЛАЙОВИЧ,ФОП,30869071,234234324324242377777777777,2123
121,Укрдержфонд,[одна заявка]  утримання корів ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,56000.88,грн.,2022-10-09 11:31:51.490937,Мельник Антон Назарович,Затверджено,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,КЛИШКИ,Z215-00407,2022-10-09 11:26:18.336997,2022-001034,2022-07-25 18:16:28.188120,ЖИДЧЕНКО ВАЛЕРІЙ МИКОЛАЙОВИЧ,ФОП,30869071,234234324324242377777777777,56000.88
120,Укрдержфонд,[wf 08.10 v5.0] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,200007.77,грн.,2022-10-08 15:19:44.696167,Мельник Антон Назарович,Затверджено,,,,Z214-00399,2022-10-08 14:55:57.942033,2020-000009,2020-02-17 10:43:02.855000,МОЛЧАН СВІТЛАНА СТЕПАНІВНА,Фізична особа,2266123662,123213213123213213213123787,7.77
120,Укрдержфонд,[wf 08.10 v5.0] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,200007.77,грн.,2022-10-08 15:19:44.696167,Мельник Антон Назарович,Затверджено,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,КЛИШКИ,Z214-00401,2022-10-08 14:57:27.442370,2022-001034,2022-07-25 18:16:28.188120,ЖИДЧЕНКО ВАЛЕРІЙ МИКОЛАЙОВИЧ,ФОП,30869071,234234324324242377777777777,100000
