NameProgram,TypeProgram,LegalForm,Id,Region,District,DrfoCode,CreateAt,organization,DesiredAmount,ProvidedAmount,Area,LandParcelCount,QuantityAnimal,AnimalCount
[одна заявка + бюджет]  (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,13,ОДЕСЬКА ОБЛАСТЬ,ПОДІЛЬСЬКИЙ РАЙОН,30909920,2022-10-12,Укрдержфонд,34535,0,466.4522500000001,122,,0
[одна заявка + бюджет]  (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,86,ВІННИЦЬКА ОБЛАСТЬ,ВІННИЦЬКИЙ РАЙОН,37261942,2022-10-12,Укрдержфонд,2343,0,,0,,0
[одна заявка + бюджет]  (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2022-10-12,Укрдержфонд,3454,0,129.2039,120,97,97
[одна заявка + бюджет]  (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,417,ЗАПОРІЗЬКА ОБЛАСТЬ,ЗАПОРІЗЬКИЙ РАЙОН,23788841,2022-10-12,Укрдержфонд,234324,0,1126.4344833333341,406,,0
[одна заявка + бюджет]  (1 га) V3,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2022-10-13,Укрдержфонд,76765,0,129.2039,120,97,97
[одна заявка + бюджет]  (1 га) V4,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2022-10-17,Укрдержфонд,789978,0,0.7261,1,5,5
[одна заявка + бюджет]  (1 га) V4,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1034,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,477778899008888,2022-10-17,Укрдержфонд,345435,0,1231.7339299999974,704,206,206
[одна заявка + бюджет]  утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2022-10-12,Укрдержфонд,76875,0,0.7261,1,5,5
[одна заявка + бюджет]  утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,18,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,4307401607,2022-10-12,Укрдержфонд,9879,0,1046.1812999999993,335,1395,1395
[одна заявка + бюджет]  утримання корів v3,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2022-10-13,Укрдержфонд,78000,0,129.2039,120,97,97
[одна заявка + бюджет]  утримання корів v4,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2022-10-17,Укрдержфонд,546546,0,129.2039,240,97,194
[одна заявка + бюджет]  утримання корів v4,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,596,ВОЛИНСЬКА ОБЛАСТЬ,КОВЕЛЬСЬКИЙ РАЙОН,6663736842,2022-10-17,Укрдержфонд,45600,0,4.0957,1,1419,1419
[одна заявка]  (1 га) ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2022-09-08,Укрдержфонд,7879,0,129.2039,120,97,97
[одна заявка]  утримання корів ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2022-10-09,Укрдержфонд,23423,0,0.7261,1,5,5
[одна заявка]  утримання корів ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2022-10-17,Укрдержфонд,456,0,0.7261,1,5,5
[одна заявка]  утримання корів ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1034,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,477778899008888,2022-10-09,Укрдержфонд,323324,0,1231.7339299999974,1408,206,412
[одна заявка]  утримання корів  (!!!!!!!!),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2022-10-09,Укрдержфонд,456456,0,0.7261,1,5,5
[одна заявка]  утримання корів  (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1034,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,477778899008888,2022-10-09,Укрдержфонд,234324,0,1231.7339299999974,704,206,206
[одна заявка] (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2022-10-09,Укрдержфонд,234324,0,0.7261,1,5,5
[одна заявка] (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,989,ПОЛТАВСЬКА ОБЛАСТЬ,ПОЛТАВСЬКИЙ РАЙОН,3485105071,2022-10-09,Укрдержфонд,345345,0,171.5475,72,,0
[одна заявка] (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2022-10-09,Укрдержфонд,24124,0,129.2039,120,97,97
[одна заявка] (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,417,ЗАПОРІЗЬКА ОБЛАСТЬ,ЗАПОРІЗЬКИЙ РАЙОН,23788841,2022-10-12,Укрдержфонд,9879,0,1126.4344833333341,406,,0
[одна заявка] (1 га) ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2022-10-09,Укрдержфонд,9000,0,0.7261,1,5,5
[одна заявка] (1 га)  (!!!!!!!!),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2022-10-09,Укрдержфонд,45000,0,0.7261,1,5,5
[одна заявка] (1 га)  (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2022-10-09,Укрдержфонд,24234,0,0.7261,1,5,5
[одна заявка] (1 га)  (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2022-10-09,Укрдержфонд,2343,0,129.2039,120,97,97
[одна заявка] корів ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1034,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,477778899008888,2022-09-13,Укрдержфонд,150000,0,1231.7339299999974,704,206,206
[одна заявка] корів ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,18,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,4307401607,2022-09-13,Укрдержфонд,456,0,1046.1812999999993,335,1395,1395
[одна заявка] корів ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2022-09-08,Укрдержфонд,789879,0,129.2039,120,97,97
[одна заявка] корів ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,508,ЛЬВІВСЬКА ОБЛАСТЬ,ЛЬВІВСЬКИЙ РАЙОН,39325468,2022-09-08,Укрдержфонд,516875,0,143.72990000000004,864,256,2048
[шаблон заявки 28.11] Отримання від ФАО техніки для завантаження рукавів для зберігання зерна,Інші,ФОП,1035,ЛЬВІВСЬКА ОБЛАСТЬ,СТРИЙСЬКИЙ РАЙОН,43962276,2022-12-01,Укрдержфонд,0,0,0.355,1,790,790
[шаблон заявки 28.11] Отримання від ФАО техніки для завантаження рукавів для зберігання зерна,Інші,Юридична особа,18,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,4307401607,2022-12-02,Укрдержфонд,0,0,1046.1812999999993,335,1395,1395
“Заповненість розділу вирощених культур за поточний рік“ - заданий а “Тип культури”-  НЕ заданий,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),ФОП,1034,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,477778899008888,2023-08-04,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,30628.4600,0,1231.7339299999974,323,206,206
+- Бюджетна дотація за утримання корів +-,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-02-14,Укрдержфонд,123,0,129.2039,120,97,97
"<G> Посилання в описі поля і тип поля ""посилання""",Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,3002,ХАРКІВСЬКА ОБЛАСТЬ,ХАРКІВСЬКИЙ РАЙОН,2427900718,2023-10-31,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,200000,0,10.090599999999998,6,8,8
<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,ФОП,3002,ХАРКІВСЬКА ОБЛАСТЬ,ХАРКІВСЬКИЙ РАЙОН,2427900718,2023-11-09,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,10.090599999999998,8,8,8
<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,ФОП,3002,ХАРКІВСЬКА ОБЛАСТЬ,ХАРКІВСЬКИЙ РАЙОН,2427900718,2023-11-26,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,10.090599999999998,8,8,6
<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,ФОП,3225,КИЇВСЬКА ОБЛАСТЬ,БІЛОЦЕРКІВСЬКИЙ РАЙОН,3210819378,2023-11-11,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,27.4831,1,,0
<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,ФОП,3225,КИЇВСЬКА ОБЛАСТЬ,БІЛОЦЕРКІВСЬКИЙ РАЙОН,3210819378,2023-11-12,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,27.4831,1,,0
<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,13,ОДЕСЬКА ОБЛАСТЬ,ПОДІЛЬСЬКИЙ РАЙОН,30909920,2023-11-09,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,466.4522500000001,99,,0
<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,13,ОДЕСЬКА ОБЛАСТЬ,ПОДІЛЬСЬКИЙ РАЙОН,30909920,2023-11-11,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,466.4522500000001,99,,0
<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,13,ОДЕСЬКА ОБЛАСТЬ,ПОДІЛЬСЬКИЙ РАЙОН,30909920,2023-12-06,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,466.4522500000001,99,,0
<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,18,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,4307401607,2023-11-09,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,1046.1812999999993,122,1395,1172
<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,18,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,4307401607,2023-11-13,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,1046.1812999999993,122,1395,1172
<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,308,ВОЛИНСЬКА ОБЛАСТЬ,ВОЛОДИМИР-ВОЛИНСЬКИЙ РАЙОН,41692591,2023-11-09,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,28.075099999999996,6,,0
<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,308,ВОЛИНСЬКА ОБЛАСТЬ,ВОЛОДИМИР-ВОЛИНСЬКИЙ РАЙОН,41692591,2023-11-11,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,28.075099999999996,6,,0
<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,308,ВОЛИНСЬКА ОБЛАСТЬ,ВОЛОДИМИР-ВОЛИНСЬКИЙ РАЙОН,41692591,2023-11-12,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,28.075099999999996,6,,0
<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,396,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,36716772,2023-11-09,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,27.814999999999998,9,,0
<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,396,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,36716772,2023-11-12,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,27.814999999999998,9,,0
<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,396,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,36716772,2023-11-16,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,27.814999999999998,9,,0
<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,3267,ЧЕРКАСЬКА ОБЛАСТЬ,ЗВЕНИГОРОДСЬКИЙ РАЙОН,3454013453,2023-11-11,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,53.159499999999994,9,23,23
<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,3267,ЧЕРКАСЬКА ОБЛАСТЬ,ЗВЕНИГОРОДСЬКИЙ РАЙОН,3454013453,2023-11-12,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,53.159499999999994,9,23,23
<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,3343,М. КИЇВ,ПОДІЛЬСЬКИЙ РАЙОН,44354639623,2023-11-11,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,,0,,0
<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,3343,М. КИЇВ,ПОДІЛЬСЬКИЙ РАЙОН,44354639623,2023-11-12,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,,0,,0
<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,3377,ВІННИЦЬКА ОБЛАСТЬ,ТУЛЬЧИНСЬКИЙ РАЙОН,3314301111,2023-11-11,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,,0,7896,7896
<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,3377,ВІННИЦЬКА ОБЛАСТЬ,ТУЛЬЧИНСЬКИЙ РАЙОН,3314301111,2023-11-12,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,,0,7896,7896
<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,3404,ОДЕСЬКА ОБЛАСТЬ,БІЛГОРОД-ДНІСТРОВСЬКИЙ РАЙОН,3113405211,2023-11-13,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,4.2935,1,,0
<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),ФОП,983,ЗАПОРІЗЬКА ОБЛАСТЬ,БЕРДЯНСЬКИЙ РАЙОН,3422509759,2023-11-11,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,5.3043,1,,0
<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),ФОП,983,ЗАПОРІЗЬКА ОБЛАСТЬ,БЕРДЯНСЬКИЙ РАЙОН,3422509759,2023-11-12,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,5.3043,1,,0
<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),ФОП,3002,ХАРКІВСЬКА ОБЛАСТЬ,ХАРКІВСЬКИЙ РАЙОН,2427900718,2023-11-11,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,10.090599999999998,8,8,8
<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),ФОП,3002,ХАРКІВСЬКА ОБЛАСТЬ,ХАРКІВСЬКИЙ РАЙОН,2427900718,2023-11-12,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,10.090599999999998,8,8,8
<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),ФОП,3002,ХАРКІВСЬКА ОБЛАСТЬ,ХАРКІВСЬКИЙ РАЙОН,2427900718,2023-11-13,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,10.090599999999998,8,8,8
<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),ФОП,3268,МИКОЛАЇВСЬКА ОБЛАСТЬ,БАШТАНСЬКИЙ РАЙОН,2266922369,2023-11-11,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,6.481,1,22,22
<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),ФОП,3268,МИКОЛАЇВСЬКА ОБЛАСТЬ,БАШТАНСЬКИЙ РАЙОН,2266922369,2023-11-12,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,6.481,1,22,22
<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),ФОП,3383,КІРОВОГРАДСЬКА ОБЛАСТЬ,КРОПИВНИЦЬКИЙ РАЙОН,2427412291,2023-11-11,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,59.390199999999986,18,5,5
<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),ФОП,3383,КІРОВОГРАДСЬКА ОБЛАСТЬ,КРОПИВНИЦЬКИЙ РАЙОН,2427412291,2023-11-12,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,59.390199999999986,18,5,5
<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),ФОП,3389,ЧЕРНІГІВСЬКА ОБЛАСТЬ,ЧЕРНІГІВСЬКИЙ РАЙОН,3031626511,2023-11-11,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,,0,,0
<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),ФОП,3493,МИКОЛАЇВСЬКА ОБЛАСТЬ,ВОЗНЕСЕНСЬКИЙ РАЙОН,3057614748,2024-01-04,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,116.44759999999998,51,,0
<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),Юридична особа,13,ОДЕСЬКА ОБЛАСТЬ,ПОДІЛЬСЬКИЙ РАЙОН,30909920,2023-11-12,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,466.4522500000001,99,,0
<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),Юридична особа,18,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,4307401607,2023-11-11,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,1046.1812999999993,122,1395,1172
<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-11-11,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,129.2039,35,97,97
<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-11-12,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,129.2039,35,97,97
<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-11-26,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,129.2039,41,97,97
<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),Юридична особа,396,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,36716772,2023-11-11,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,27.814999999999998,9,,0
<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),Юридична особа,3405,ОДЕСЬКА ОБЛАСТЬ,БІЛГОРОД-ДНІСТРОВСЬКИЙ РАЙОН,0376608511,2023-11-13,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,2519.3963999999987,197,,0
<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),Юридична особа,3406,ВІННИЦЬКА ОБЛАСТЬ,ВІННИЦЬКИЙ РАЙОН,0373432311,2023-11-13,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,1458.1690000000003,176,,0
<Q> для зрошення дощуванням з урахуванням вартості поливної техніки й обладнання,Пряме субсидування з Державного Бюджету,ФОП,3002,ХАРКІВСЬКА ОБЛАСТЬ,ХАРКІВСЬКИЙ РАЙОН,2427900718,2023-10-30,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,248314.4400,195000000,10.090599999999998,6,8,8
<Q> для зрошення дощуванням з урахуванням вартості поливної техніки й обладнання,Пряме субсидування з Державного Бюджету,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-10-30,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1013910.1500,3000000,129.2039,35,97,97
<Q> для краплинного зрошення з урахуванням вартості обладнання,Пряме субсидування з Державного Бюджету,Юридична особа,13,ОДЕСЬКА ОБЛАСТЬ,ПОДІЛЬСЬКИЙ РАЙОН,30909920,2023-10-31,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,999315.8000,44444,466.4522500000001,8,,0
<Q> для краплинного зрошення з урахуванням вартості обладнання,Пряме субсидування з Державного Бюджету,Юридична особа,308,ВОЛИНСЬКА ОБЛАСТЬ,ВОЛОДИМИР-ВОЛИНСЬКИЙ РАЙОН,41692591,2023-10-30,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,353035.2000,0,28.075099999999996,6,,0
<Q> для краплинного зрошення з урахуванням вартості обладнання,Пряме субсидування з Державного Бюджету,Юридична особа,396,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,36716772,2023-10-30,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1351077.000,500000,27.814999999999998,18,,0
<Q> зрошення дощуванням без вартості поливної техніки та обладнання,Пряме субсидування з Державного Бюджету,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-10-30,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,531000.3750,531000,129.2039,35,97,97
<Q> Подання заявки на включення до Переліку верифікованих суб'єктів АПК,Верифікація суб’єктів агропромислового комплексу для експорту товарів,ФОП,3002,ХАРКІВСЬКА ОБЛАСТЬ,ХАРКІВСЬКИЙ РАЙОН,2427900718,2023-11-03,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,10.090599999999998,8,8,8
